Year,Month,Day,Site,Depth (m),Transect,Observer,Species_Code,Coral_genus,Coral_spp,length,width,height,coral_SA,Area_surveyed,Disease_y_n,Disease_type,pale_perc,pale_bleached_perc,bleached_perc,new_mortality,trans_mortality,old_mortality,total_SA_dead,total_live__SA,,
2023,7,4,Marthas,14,1,LLG,MALC,Millepora,alcicornis,1.00,1.00,16.00,50.26548246,,,,,,,,,,0,50.26548246,,
2023,7,4,Marthas,14,1,LLG,AAGA,Agaricia,agaricites,27.00,24.00,9.00,720.995514,,,,,,,,,,0,720.995514,,
2023,7,4,Marthas,14,1,LLG,PAST,Porites,astreoides,11.00,9.00,8.00,251.3274123,,,,,,,,,,0,251.3274123,,
2023,7,4,Marthas,14,1,LLG,PPOR,Porites,porites,19.00,17.00,8.00,452.3893421,,,,,,,,,,0,452.3893421,,
2023,7,4,Marthas,14,1,LLG,PAST,Porites,astreoides,17.00,14.00,12.00,584.3362336,,,,,,,5,20,,146.0840584,438.2521752,,
2023,7,4,Marthas,14,1,LLG,OANN,Orbicella,annularis,19.00,15.00,20.00,1068.141502,,,,,,,,,,0,1068.141502,,
2023,7,4,Marthas,14,1,LLG,PFUR,Porites,furcata,17.00,8.00,5.00,196.3495408,,,,,,,,,,0,196.3495408,,
2023,7,4,Marthas,14,1,LLG,AAGA,Agaricia,agaricites,39.00,31.00,1.00,109.9557429,,,,,,,,,,0,109.9557429,,
2023,7,4,Marthas,14,1,LLG,OFAV,Orbicella,faveolata,15.00,12.00,9.00,381.7035074,,,,,,,,,,0,381.7035074,,
2023,7,4,Marthas,14,1,LLG,SSID,Siderastrea,siderea,29.00,30.00,7.00,648.738883,,,,,,,,,,0,648.738883,,
2023,7,4,Marthas,14,1,LLG,OANN,Orbicella,annularis,24.00,16.00,13.00,816.8140899,,,,,,,,,,0,816.8140899,,
2023,7,4,Marthas,14,1,LLG,AAGA,Agaricia,agaricites,15.00,10.00,8.00,314.1592654,,,,,,,,,,0,314.1592654,,
2023,7,4,Marthas,14,1,LLG,SSID,Siderastrea,siderea,31.00,31.00,9.00,876.5043504,,,,,,,,,,0,876.5043504,,
2023,7,4,Marthas,14,1,LLG,OANN,Orbicella,annularis,14.00,15.00,6.00,273.3185609,,,,,,,,,,0,273.3185609,,
2023,7,4,Marthas,14,1,LLG,EFAS,Eusmilia,fastigiata,6.00,4.00,3.00,47.1238898,,,,,,,,,,0,47.1238898,,
2023,7,4,Marthas,14,1,LLG,PFUR,Porites,furcata,24.00,8.00,4.00,201.0619298,,,,,,,,,,0,201.0619298,,
2023,7,4,Marthas,14,1,LLG,OFAV,Orbicella,faveolata,34.00,29.00,14.00,1385.44236,,,,,,,,,,0,1385.44236,,
2023,7,4,Marthas,14,1,LLG,ACER,Acropora,cervicornis,60.00,80.00,45.00,9896.016859,,,,,,,,,40,3958.406744,5937.610115,,
2023,7,4,Marthas,14,1,LLG,SSID,Siderastrea,siderea,36.00,28.00,9.00,904.7786842,,,,,,,,,,0,904.7786842,,
2023,7,4,Marthas,14,1,LLG,AAGA,Agaricia,agaricites,28.00,30.00,18.00,1639.911365,,,,,,,,,,0,1639.911365,,
2023,7,4,Marthas,14,1,LLG,PFUR,Porites,furcata,65.00,47.00,9.00,1583.362697,,,,,,,,,30,475.0088092,1108.353888,,
2023,7,4,Marthas,14,1,LLG,PAST,Porites,astreoides,32.00,34.00,1.00,103.6725576,,,,,,,,,,0,103.6725576,,
2023,7,4,Marthas,14,1,LLG,AAGA,Agaricia,agaricites,10.00,19.00,1.00,45.55309348,,,,,,,,,,0,45.55309348,,
2023,7,4,Marthas,14,1,LLG,SSID,Siderastrea,siderea,45.00,27.00,8.00,904.7786842,,,,,,,,,40,361.9114737,542.8672105,,
